time_utc_x,station,sat,elev_deg,az_deg,m_dry,m_wet,slant_dry_m,slant_wet_m,slant_total_m,ZHD_m,ZWD_m
2025-10-27T02:00:00Z,ANK2,G07,84.315,49.199,1.004828,1.004893,1.9966,0.0885,2.0851,1.987,0.0881
2025-10-27T02:00:00Z,ANK2,G25,10.911,141.645,5.125759,5.21426,10.1849,0.4594,10.6443,1.987,0.0881
2025-10-27T02:00:00Z,ANK2,G28,51.736,321.446,1.272158,1.272988,2.5278,0.1122,2.6399,1.987,0.0881
2025-10-27T03:00:00Z,ANK2,G08,68.707,317.548,1.072755,1.073047,2.1316,0.0964,2.2279,1.987,0.0897999999999999
2025-10-27T03:00:00Z,ANK2,G29,25.47,287.106,2.312567,2.319848,4.5951,0.2083,4.8034,1.987,0.0897999999999999
2025-10-27T03:00:00Z,ANK2,Q05,24.0,313.086,2.443373,2.452068,4.855,0.2202,5.0752,1.987,0.0897999999999999
2025-10-27T03:00:00Z,ANK2,G02,47.277,251.434,1.359269,1.360379,2.7009,0.1222,2.823,1.987,0.0897999999999999
2025-10-27T03:00:00Z,ANK2,G08,12.47,242.695,4.52466,4.584698,8.9905,0.4117,9.4022,1.987,0.0897999999999999
2025-10-27T03:00:00Z,ANK2,G25,26.897,189.034,2.199625,2.205812,4.3707,0.1981,4.5687,1.987,0.0897999999999999
2025-10-27T03:00:00Z,ANK2,Q20,64.301,235.003,1.109102,1.109487,2.2038,0.0996,2.3034,1.987,0.0897999999999999
2025-10-27T03:00:00Z,ANK2,G12,72.804,330.879,1.046409,1.046629,2.0792,0.094,2.1732,1.987,0.0897999999999999
2025-10-27T03:00:00Z,ANK2,G21,16.059,36.188,3.564566,3.593169,7.0828,0.3227,7.4055,1.987,0.0897999999999999
2025-10-27T04:00:00Z,ANK2,G01,48.554,336.585,1.332307,1.333327,2.6473,0.1223,2.7696,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,Q02,29.481,138.749,2.02375,2.028451,4.0212,0.186,4.2072,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G07,20.142,300.911,2.878365,2.893005,5.7193,0.2653,5.9846,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G28,18.771,27.05,3.075911,3.093951,6.1118,0.2837,6.3956,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G07,17.749,266.339,3.242813,3.264102,6.4435,0.2993,6.7428,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G23,57.834,355.841,1.180323,1.180893,2.3453,0.1083,2.4536,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G14,36.356,304.775,1.682545,1.685043,3.3432,0.1545,3.4977,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G02,26.248,208.679,2.249498,2.256154,4.4698,0.2069,4.6766,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G15,61.891,225.636,1.132936,1.133382,2.2511,0.1039,2.3551,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G01,61.514,127.184,1.136948,1.137405,2.2591,0.1043,2.3634,1.987,0.0917
2025-10-27T04:00:00Z,ANK2,G16,50.438,244.615,1.295556,1.296458,2.5743,0.1189,2.6932,1.987,0.0917
2025-10-27T05:00:00Z,ANK2,G29,31.19,167.476,1.924004,1.927973,3.823,0.1799,4.0029,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G08,54.754,79.198,1.223258,1.223946,2.4306,0.1142,2.5448,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G19,42.595,292.506,1.474819,1.476357,2.9305,0.1377,3.0682,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G03,79.248,265.087,1.017645,1.017773,2.0221,0.095,2.117,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G03,31.586,79.903,1.902534,1.906355,3.7803,0.1779,3.9582,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G25,60.936,162.438,1.143239,1.143711,2.2716,0.1067,2.3783,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G24,14.054,166.608,4.04316,4.085487,8.0338,0.3812,8.4149,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G13,81.69,297.508,1.010442,1.01054,2.0077,0.0943,2.102,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G20,83.557,246.184,1.006226,1.006301,1.9994,0.0939,2.0933,1.987,0.0933
2025-10-27T05:00:00Z,ANK2,G13,65.431,231.54,1.098928,1.099288,2.1836,0.1026,2.2861,1.987,0.0933
2025-10-27T06:00:00Z,ANK2,G14,71.128,189.102,1.056374,1.056623,2.099,0.0997,2.1988,1.987,0.0944
2025-10-27T06:00:00Z,ANK2,G18,34.063,114.38,1.780068,1.783111,3.537,0.1683,3.7053,1.987,0.0944
2025-10-27T06:00:00Z,ANK2,G01,66.853,37.53,1.086976,1.087305,2.1598,0.1026,2.2625,1.987,0.0944
2025-10-27T06:00:00Z,ANK2,G04,80.466,149.347,1.01381,1.013923,2.0144,0.0957,2.1102,1.987,0.0944
2025-10-27T06:00:00Z,ANK2,G06,59.565,44.588,1.15892,1.159433,2.3028,0.1095,2.4122,1.987,0.0944
2025-10-27T06:00:00Z,ANK2,G07,42.376,147.759,1.480961,1.482524,2.9427,0.14,3.0826,1.987,0.0944
2025-10-27T06:00:00Z,ANK2,G03,66.084,200.496,1.093319,1.093664,2.1724,0.1032,2.2757,1.987,0.0944
2025-10-27T06:00:00Z,ANK2,G11,44.342,335.056,1.428359,1.429716,2.8381,0.135,2.9731,1.987,0.0944
2025-10-27T06:00:00Z,ANK2,G18,41.082,13.04,1.518742,1.520461,3.0177,0.1435,3.1613,1.987,0.0944
2025-10-27T07:00:00Z,ANK2,G11,51.13,219.704,1.282899,1.283761,2.5491,0.1244,2.6735,1.987,0.0969
2025-10-27T07:00:00Z,ANK2,Q28,26.637,355.211,2.219323,2.225693,4.4098,0.2157,4.6255,1.987,0.0969
2025-10-27T07:00:00Z,ANK2,G05,11.817,31.838,4.758396,4.82861,9.4549,0.4679,9.9228,1.987,0.0969
2025-10-27T07:00:00Z,ANK2,G17,80.603,350.82,1.01341,1.013521,2.0136,0.0982,2.1119,1.987,0.0969
2025-10-27T07:00:00Z,ANK2,Q18,18.123,73.445,3.179591,3.199607,6.3178,0.31,6.6279,1.987,0.0969
2025-10-27T07:00:00Z,ANK2,G05,19.514,224.306,2.965349,2.981429,5.8921,0.2889,6.181,1.987,0.0969
2025-10-27T07:00:00Z,ANK2,Q22,20.991,151.23,2.768819,2.78177,5.5016,0.2696,5.7712,1.987,0.0969
2025-10-27T07:00:00Z,ANK2,G04,83.596,138.223,1.00615,1.006224,1.9992,0.0975,2.0967,1.987,0.0969
2025-10-27T07:00:00Z,ANK2,G15,56.325,335.248,1.200555,1.20118,2.3855,0.1164,2.5019,1.987,0.0969
2025-10-27T08:00:00Z,ANK2,G05,28.309,212.324,2.099401,2.10471,4.1715,0.2086,4.3801,1.987,0.0991
2025-10-27T08:00:00Z,ANK2,G32,74.079,246.24,1.039536,1.039737,2.0656,0.103,2.1686,1.987,0.0991
2025-10-27T08:00:00Z,ANK2,G06,12.585,211.733,4.48581,4.544261,8.9133,0.4503,9.3636,1.987,0.0991
2025-10-27T08:00:00Z,ANK2,G22,63.165,131.466,1.119969,1.120382,2.2254,0.111,2.3364,1.987,0.0991
2025-10-27T08:00:00Z,ANK2,G10,84.954,251.022,1.003789,1.003847,1.9945,0.0995,2.094,1.987,0.0991
2025-10-27T08:00:00Z,ANK2,G24,10.561,213.946,5.282712,5.379939,10.4967,0.5332,11.0299,1.987,0.0991
2025-10-27T08:00:00Z,ANK2,Q14,22.078,74.749,2.640887,2.652034,5.2474,0.2628,5.5103,1.987,0.0991
2025-10-27T08:00:00Z,ANK2,G05,60.561,202.729,1.147422,1.147906,2.2799,0.1138,2.3937,1.987,0.0991
2025-10-27T08:00:00Z,ANK2,G11,14.499,317.487,3.92588,3.964507,7.8007,0.3929,8.1936,1.987,0.0991
2025-10-27T09:00:00Z,ANK2,G26,81.827,89.261,1.010094,1.01019,2.0071,0.0997,2.1068,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,G07,75.647,329.047,1.031909,1.032086,2.0504,0.1019,2.1523,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,G23,21.518,287.014,2.705161,2.717192,5.3752,0.2682,5.6433,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,G20,68.252,349.126,1.076109,1.07641,2.1382,0.1062,2.2445,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,G29,21.096,36.274,2.755889,2.768649,5.476,0.2733,5.7492,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,Q06,78.504,213.184,1.020233,1.020371,2.0272,0.1007,2.1279,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,G20,48.841,92.574,1.326477,1.327477,2.6357,0.131,2.7667,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,G27,35.229,195.459,1.728775,1.731523,3.4351,0.1709,3.606,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,G09,21.777,115.364,2.675075,2.686687,5.3154,0.2652,5.5806,1.987,0.0987
2025-10-27T09:00:00Z,ANK2,G24,10.886,102.048,5.136635,5.225723,10.2065,0.5158,10.7223,1.987,0.0987
2025-10-27T10:00:00Z,ANK2,G18,55.469,295.877,1.212711,1.213369,2.4097,0.1181,2.5277,1.987,0.0973
2025-10-27T10:00:00Z,ANK2,G04,14.976,111.436,3.807632,3.842755,7.5658,0.3739,7.9397,1.987,0.0973
2025-10-27T10:00:00Z,ANK2,G11,28.097,197.624,2.113783,2.119213,4.2001,0.2062,4.4063,1.987,0.0973
2025-10-27T10:00:00Z,ANK2,G03,14.553,202.684,3.912194,3.950403,7.7735,0.3844,8.1579,1.987,0.0973
2025-10-27T10:00:00Z,ANK2,G25,51.167,170.239,1.282239,1.2831,2.5478,0.1248,2.6727,1.987,0.0973
2025-10-27T10:00:00Z,ANK2,G25,22.025,235.841,2.646836,2.658062,5.2593,0.2586,5.5179,1.987,0.0973
2025-10-27T10:00:00Z,ANK2,G09,55.781,75.631,1.208223,1.208869,2.4007,0.1176,2.5184,1.987,0.0973
2025-10-27T10:00:00Z,ANK2,G10,69.315,352.528,1.068416,1.068697,2.1229,0.104,2.2269,1.987,0.0973
2025-10-27T11:00:00Z,ANK2,G29,67.155,267.24,1.084551,1.084874,2.155,0.1037,2.2587,1.987,0.0955999999999999
2025-10-27T11:00:00Z,ANK2,G19,62.364,170.727,1.12802,1.128454,2.2414,0.1079,2.3493,1.987,0.0955999999999999
2025-10-27T11:00:00Z,ANK2,G21,30.895,205.463,1.940371,1.944455,3.8555,0.1859,4.0414,1.987,0.0955999999999999
2025-10-27T11:00:00Z,ANK2,G29,63.171,113.096,1.119908,1.120321,2.2253,0.1071,2.3324,1.987,0.0955999999999999
2025-10-27T11:00:00Z,ANK2,Q13,81.111,50.864,1.011974,1.012078,2.0108,0.0968,2.1075,1.987,0.0955999999999999
2025-10-27T11:00:00Z,ANK2,G08,16.867,96.096,3.402884,3.427632,6.7615,0.3277,7.0892,1.987,0.0955999999999999
2025-10-27T11:00:00Z,ANK2,G30,34.462,309.485,1.762074,1.765011,3.5012,0.1687,3.67,1.987,0.0955999999999999
2025-10-27T11:00:00Z,ANK2,G22,27.6,216.87,2.148381,2.154108,4.2688,0.2059,4.4748,1.987,0.0955999999999999
2025-10-27T11:00:00Z,ANK2,G25,39.494,136.076,1.568948,1.570888,3.1175,0.1502,3.2677,1.987,0.0955999999999999
2025-10-27T12:00:00Z,ANK2,G15,66.214,221.258,1.092232,1.092574,2.1703,0.1008,2.2711,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,G04,83.155,178.393,1.00704,1.007119,2.001,0.093,2.0939,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,G28,44.574,222.245,1.422524,1.423859,2.8266,0.1314,2.958,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,G01,58.189,54.599,1.175779,1.176337,2.3363,0.1086,2.4448,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,G30,78.9,77.605,1.018833,1.018966,2.0244,0.0941,2.1185,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,G22,28.651,97.164,2.076677,2.081799,4.1264,0.1922,4.3185,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,G11,76.492,215.201,1.028162,1.028327,2.043,0.0949,2.1379,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,Q01,17.316,159.084,3.319445,3.342346,6.5957,0.3085,6.9042,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,G20,58.634,88.011,1.170208,1.170752,2.3252,0.1081,2.4333,1.987,0.0923
2025-10-27T12:00:00Z,ANK2,G03,68.713,317.811,1.072713,1.073005,2.1315,0.099,2.2305,1.987,0.0923
2025-10-27T13:00:00Z,ANK2,G13,30.047,314.936,1.989359,1.993799,3.9529,0.1998,4.1526,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,Q23,26.646,329.781,2.218584,2.224947,4.4083,0.2229,4.6313,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,G20,18.543,306.094,3.111579,3.130284,6.1827,0.3137,6.4964,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,G22,59.449,347.249,1.160303,1.160821,2.3055,0.1163,2.4218,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,G01,68.569,167.58,1.073763,1.074058,2.1336,0.1076,2.2412,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,G15,67.071,17.09,1.08522,1.085544,2.1563,0.1088,2.2651,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,G16,33.721,30.082,1.795843,1.79898,3.5683,0.1803,3.7486,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,G21,25.394,140.499,2.318945,2.326292,4.6077,0.2331,4.8408,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,Q05,44.021,92.767,1.436582,1.437971,2.8545,0.1441,2.9986,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,G06,51.011,61.179,1.28504,1.28591,2.5534,0.1288,2.6822,1.987,0.1002
2025-10-27T13:00:00Z,ANK2,G25,78.932,343.153,1.018723,1.018856,2.0242,0.1021,2.1263,1.987,0.1002
2025-10-27T14:00:00Z,ANK2,G06,30.296,339.821,1.974715,1.979047,3.9238,0.1914,4.1151,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,G20,30.463,153.646,1.965014,1.969275,3.9045,0.1904,4.0949,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,Q10,22.163,324.398,2.63141,2.64243,5.2286,0.2555,5.4841,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,G12,34.928,35.394,1.741635,1.744455,3.4606,0.1687,3.6293,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,G26,34.844,15.465,1.745295,1.748136,3.4679,0.169,3.6369,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,G04,44.063,259.693,1.43549,1.436874,2.8523,0.1389,2.9913,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,G13,24.281,273.968,2.417061,2.425459,4.8027,0.2345,5.0372,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,G06,24.476,303.501,2.399297,2.407497,4.7674,0.2328,5.0002,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,Q16,50.63,20.454,1.291987,1.292878,2.5672,0.125,2.6922,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,G11,19.666,279.687,2.943847,2.959562,5.8494,0.2862,6.1356,1.987,0.0967
2025-10-27T14:00:00Z,ANK2,G02,61.667,135.554,1.135307,1.13576,2.2559,0.1098,2.3657,1.987,0.0967
2025-10-27T15:00:00Z,ANK2,Q25,14.268,248.633,3.985806,4.026295,7.9198,0.3632,8.283,1.987,0.0902
2025-10-27T15:00:00Z,ANK2,G09,78.702,34.629,1.019525,1.019661,2.0258,0.092,2.1178,1.987,0.0902
2025-10-27T15:00:00Z,ANK2,G27,33.408,67.882,1.810576,1.813803,3.5976,0.1636,3.7612,1.987,0.0902
2025-10-27T15:00:00Z,ANK2,Q16,83.667,27.59,1.006012,1.006085,1.9989,0.0907,2.0897,1.987,0.0902
2025-10-27T15:00:00Z,ANK2,G27,82.328,217.488,1.008877,1.008967,2.0046,0.091,2.0956,1.987,0.0902
2025-10-27T15:00:00Z,ANK2,G06,20.693,355.173,2.80625,2.819763,5.576,0.2543,5.8304,1.987,0.0902
2025-10-27T15:00:00Z,ANK2,G01,63.619,241.914,1.115542,1.115944,2.2166,0.1007,2.3172,1.987,0.0902
2025-10-27T15:00:00Z,ANK2,Q02,55.06,255.874,1.218696,1.219371,2.4215,0.11,2.5315,1.987,0.0902
2025-10-27T16:00:00Z,ANK2,G03,64.526,55.549,1.107027,1.107407,2.1997,0.1056,2.3053,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G02,74.806,335.446,1.035893,1.036083,2.0583,0.0988,2.1572,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G25,20.747,274.143,2.799319,2.812727,5.5622,0.2683,5.8306,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G10,31.624,332.186,1.90049,1.904297,3.7763,0.1817,3.9579,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G23,24.627,330.005,2.385616,2.393666,4.7402,0.2284,4.9686,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G07,12.014,233.781,4.68539,4.752308,9.3099,0.4534,9.7632,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G05,51.507,334.166,1.276176,1.277019,2.5358,0.1218,2.6576,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G26,62.494,150.013,1.12669,1.127121,2.2387,0.1075,2.3463,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G26,58.591,1.302,1.17074,1.171285,2.3263,0.1117,2.438,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G32,39.104,22.526,1.581966,1.583966,3.1434,0.1511,3.2945,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G22,51.626,39.415,1.274094,1.27493,2.5316,0.1216,2.6533,1.987,0.0954
2025-10-27T16:00:00Z,ANK2,G15,17.057,34.327,3.366955,3.390896,6.6901,0.3235,7.0136,1.987,0.0954
2025-10-27T17:00:00Z,ANK2,G14,58.607,343.479,1.170538,1.171082,2.3259,0.1006,2.4265,1.987,0.0859
2025-10-27T17:00:00Z,ANK2,G09,46.263,102.551,1.381958,1.383146,2.746,0.1188,2.8648,1.987,0.0859
2025-10-27T17:00:00Z,ANK2,G31,42.951,127.874,1.464999,1.466498,2.911,0.126,3.0369,1.987,0.0859
2025-10-27T17:00:00Z,ANK2,G16,18.409,115.949,3.132918,3.152028,6.2251,0.2708,6.4959,1.987,0.0859
2025-10-27T17:00:00Z,ANK2,Q22,48.873,323.37,1.325834,1.326832,2.6344,0.114,2.7484,1.987,0.0859
2025-10-27T17:00:00Z,ANK2,G02,17.495,202.668,3.287335,3.309551,6.5319,0.2843,6.8162,1.987,0.0859
2025-10-27T17:00:00Z,ANK2,Q09,22.319,330.898,2.614275,2.625068,5.1946,0.2255,5.4201,1.987,0.0859
2025-10-27T17:00:00Z,ANK2,G26,19.941,107.973,2.905597,2.920679,5.7734,0.2509,6.0243,1.987,0.0859
2025-10-27T18:00:00Z,ANK2,G04,33.156,82.109,1.822635,1.825936,3.6216,0.1676,3.7892,1.987,0.0917999999999999
2025-10-27T18:00:00Z,ANK2,G16,52.399,67.96,1.260795,1.261591,2.5052,0.1158,2.621,1.987,0.0917999999999999
2025-10-27T18:00:00Z,ANK2,G02,13.223,274.828,4.282143,4.332737,8.5086,0.3977,8.9064,1.987,0.0917999999999999
2025-10-27T18:00:00Z,ANK2,G02,15.949,342.555,3.587836,3.617024,7.129,0.332,7.4611,1.987,0.0917999999999999
2025-10-27T18:00:00Z,ANK2,G09,62.209,50.465,1.129624,1.130061,2.2446,0.1037,2.3483,1.987,0.0917999999999999
2025-10-27T18:00:00Z,ANK2,G04,15.383,345.485,3.712399,3.74486,7.3765,0.3438,7.7203,1.987,0.0917999999999999
2025-10-27T18:00:00Z,ANK2,G04,45.781,214.115,1.393173,1.394401,2.7682,0.128,2.8962,1.987,0.0917999999999999
2025-10-27T18:00:00Z,ANK2,G06,35.402,230.998,1.721448,1.724155,3.4205,0.1583,3.5788,1.987,0.0917999999999999
2025-10-27T19:00:00Z,ANK2,G11,57.905,176.964,1.179414,1.179982,2.3436,0.1044,2.448,1.9871,0.0885
2025-10-27T19:00:00Z,ANK2,G03,57.136,175.314,1.189496,1.190091,2.3636,0.1053,2.469,1.9871,0.0885
2025-10-27T19:00:00Z,ANK2,Q04,41.579,347.867,1.503914,1.50557,2.9884,0.1332,3.1217,1.9871,0.0885
2025-10-27T19:00:00Z,ANK2,G30,16.763,272.266,3.422857,3.448062,6.8016,0.3052,7.1067,1.9871,0.0885
2025-10-27T19:00:00Z,ANK2,G26,42.503,178.913,1.477395,1.478943,2.9357,0.1309,3.0666,1.9871,0.0885
2025-10-27T19:00:00Z,ANK2,G30,36.456,172.52,1.678592,1.681069,3.3355,0.1488,3.4843,1.9871,0.0885
2025-10-27T19:00:00Z,ANK2,G17,64.034,9.532,1.111592,1.111984,2.2088,0.0984,2.3073,1.9871,0.0885
2025-10-27T19:00:00Z,ANK2,G18,53.427,339.303,1.243873,1.24462,2.4717,0.1101,2.5818,1.9871,0.0885
2025-10-27T20:00:00Z,ANK2,G20,31.892,304.875,1.886291,1.890003,3.7482,0.1625,3.9108,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,Q05,14.798,146.341,3.851015,3.887397,7.6524,0.3343,7.9867,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G19,65.31,305.558,1.099989,1.100351,2.1858,0.0946,2.2804,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G29,17.634,182.33,3.262834,3.284537,6.4836,0.2825,6.766,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G25,16.417,80.293,3.49104,3.517844,6.937,0.3025,7.2396,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G11,33.342,339.892,1.813719,1.816966,3.604,0.1563,3.7603,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G13,10.935,98.99,5.115158,5.20309,10.1643,0.4475,10.6118,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G29,42.553,9.433,1.476008,1.47755,2.933,0.1271,3.06,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G02,63.076,87.363,1.120843,1.121259,2.2272,0.0964,2.3237,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G17,70.101,132.008,1.063031,1.063297,2.1123,0.0914,2.2038,1.9871,0.086
2025-10-27T20:00:00Z,ANK2,G04,55.323,126.486,1.214833,1.215497,2.414,0.1045,2.5185,1.9871,0.086
2025-10-27T21:00:00Z,ANK2,Q02,34.671,118.914,1.752854,1.755739,3.4831,0.1496,3.6327,1.9871,0.0852
2025-10-27T21:00:00Z,ANK2,G05,47.162,249.856,1.361787,1.362905,2.706,0.1161,2.8221,1.9871,0.0852
2025-10-27T21:00:00Z,ANK2,Q09,36.724,233.068,1.668119,1.670542,3.3147,0.1423,3.4571,1.9871,0.0852
2025-10-27T21:00:00Z,ANK2,G29,52.045,48.618,1.266819,1.267633,2.5173,0.108,2.6253,1.9871,0.0852
2025-10-27T21:00:00Z,ANK2,Q05,46.046,158.775,1.386987,1.388193,2.7561,0.1183,2.8744,1.9871,0.0852
2025-10-27T21:00:00Z,ANK2,Q13,60.846,321.374,1.144237,1.144713,2.2737,0.0975,2.3712,1.9871,0.0852
2025-10-27T21:00:00Z,ANK2,G23,60.022,13.07,1.15357,1.15407,2.2923,0.0983,2.3906,1.9871,0.0852
2025-10-27T21:00:00Z,ANK2,G08,33.855,307.859,1.789616,1.792716,3.5561,0.1527,3.7089,1.9871,0.0852
