time_utc,station,sat,L_m,dt_res_s,TROTOT_m,TRODRY_m,TROWET_m
2025-10-31 15:00:00+00:00,AJAC,G20,6371002.438905256,3.6344371346150734e-08,2.4861,2.3036,0.1825999999999999
2025-10-31 15:00:00+00:00,AJAC,G04,6371002.48577103,8.835189229932647e-09,2.4861,2.3036,0.1825999999999999
2025-10-31 15:00:00+00:00,AJAC,G16,6371002.482357067,1.3014056158576624e-08,2.4861,2.3036,0.1825999999999999
2025-10-31 15:00:00+00:00,AJAC,G03,6371002.485226156,9.625024756342949e-09,2.4861,2.3036,0.1825999999999999
2025-10-31 15:00:00+00:00,AJAC,G24,6371002.484150184,1.1019278222044415e-08,2.4861,2.3036,0.1825999999999999
2025-10-31 15:00:00+00:00,AJAC,G31,6371002.482390177,1.2980012720392522e-08,2.4861,2.3036,0.1825999999999999
2025-10-31 15:00:00+00:00,AJAC,G07,6371002.476085843,1.83513651676625e-08,2.4861,2.3036,0.1825999999999999
2025-10-31 16:00:00+00:00,AJAC,G08,6371002.4802242275,2.186896041962329e-08,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G15,6371002.471852347,2.6479323658778097e-08,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G01,6371002.487152496,1.7124168570336005e-08,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G21,6371002.494543653,9.762955853006976e-09,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G14,6371002.487614317,1.675968218957903e-08,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G20,6371002.491446561,1.3353594327172765e-08,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G30,6371002.494311956,1.007612612734458e-08,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G29,6371002.494765293,9.453649772554318e-09,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G11,6371002.4916055,1.3193228856359062e-08,2.4955,2.3036,0.192
2025-10-31 16:00:00+00:00,AJAC,G16,6371002.495513013,8.325611085679497e-09,2.4955,2.3036,0.192
2025-10-31 17:00:00+00:00,AJAC,G26,6371002.48615297,1.0265170893030553e-08,2.4876,2.3036,0.184
2025-10-31 17:00:00+00:00,AJAC,G01,6371002.485184265,1.145827903078925e-08,2.4876,2.3036,0.184
2025-10-31 17:00:00+00:00,AJAC,G09,6371002.483760238,1.3014432542672056e-08,2.4876,2.3036,0.184
2025-10-31 17:00:00+00:00,AJAC,G18,6371002.486477571,9.832936726763732e-09,2.4876,2.3036,0.184
2025-10-31 17:00:00+00:00,AJAC,G25,6371002.487494251,8.334912129660702e-09,2.4876,2.3036,0.184
2025-10-31 17:00:00+00:00,AJAC,G16,6371002.485774206,1.0747511949340867e-08,2.4876,2.3036,0.184
2025-10-31 17:00:00+00:00,AJAC,G21,6371002.460460629,2.8098087160985744e-08,2.4876,2.3036,0.184
2025-10-31 17:00:00+00:00,AJAC,G32,6371002.487227689,8.752570346058394e-09,2.4876,2.3036,0.184
2025-10-31 17:00:00+00:00,AJAC,G07,6371002.482545177,1.420752083734634e-08,2.4876,2.3036,0.184
2025-10-31 18:00:00+00:00,AJAC,G04,6371002.474972002,1.1446626961714457e-08,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G29,6371002.477271354,8.345041316193612e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G15,6371002.476867081,8.968640926821686e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G22,6371002.476467156,9.5454463794796e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G25,6371002.476749042,9.142682541039336e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G32,6371002.472247103,1.427236942277807e-08,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G07,6371002.477279394,8.332164312548116e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G10,6371002.476519075,9.472553701777297e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G24,6371002.468961993,1.7065009300118408e-08,2.4774000000000003,2.3036,0.1738
2025-10-31 18:00:00+00:00,AJAC,G26,6371002.476252115,9.841594835855323e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G16,6371002.476320486,9.748414935787038e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G09,6371002.476875523,8.956063529517879e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G13,6371002.476094324,1.0053338856720438e-08,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G17,6371002.476316837,9.753411226981128e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G18,6371002.4771668725,8.510595156447072e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G30,6371002.477044732,8.700129404025038e-09,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G03,6371002.474334782,1.2166649794125929e-08,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G12,6371002.475384003,1.0955828781631974e-08,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G26,6371002.475894339,1.031544085819997e-08,2.4774000000000003,2.3036,0.1738
2025-10-31 19:00:00+00:00,AJAC,G23,6371002.412191457,4.225903255677116e-08,2.4774000000000003,2.3036,0.1738
2025-10-31 20:00:00+00:00,AJAC,G23,6371002.472594522,8.29563499139338e-09,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G18,6371002.47252951,8.399523531893602e-09,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G26,6371002.469735833,1.2043330160436851e-08,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G15,6371002.451772754,2.4941217362131858e-08,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G13,6371002.471654001,9.690461988714568e-09,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G20,6371002.46240445,1.844281924794448e-08,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G03,6371002.472270082,8.801859342316346e-09,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G02,6371002.469104969,1.2722096142442744e-08,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G21,6371002.471679019,9.65597437332236e-09,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G27,6371002.463815501,1.7396307431391995e-08,2.4727,2.3036,0.1691
2025-10-31 20:00:00+00:00,AJAC,G29,6371002.4723870745,8.622748949562043e-09,2.4727,2.3036,0.1691
2025-10-31 21:00:00+00:00,AJAC,G06,6371002.472002284,1.0801922028769934e-08,2.4739,2.3036,0.1703
2025-10-31 21:00:00+00:00,AJAC,G10,6371002.471831218,1.1011054855162765e-08,2.4739,2.3036,0.1703
2025-10-31 21:00:00+00:00,AJAC,G05,6371002.4723533355,1.0359490091189283e-08,2.4739,2.3036,0.1703
2025-10-31 21:00:00+00:00,AJAC,G16,6371002.472294365,1.043512617227226e-08,2.4739,2.3036,0.1703
2025-10-31 21:00:00+00:00,AJAC,G04,6371002.468042458,1.490639329255574e-08,2.4739,2.3036,0.1703
2025-10-31 21:00:00+00:00,AJAC,G02,6371002.472750222,9.835272928604376e-09,2.4739,2.3036,0.1703
2025-10-31 21:00:00+00:00,AJAC,G29,6371002.473686327,8.470934144567501e-09,2.4739,2.3036,0.1703
2025-10-31 21:00:00+00:00,AJAC,G15,6371002.473370531,8.954519297681086e-09,2.4739,2.3036,0.1703
2025-10-31 22:00:00+00:00,AJAC,G09,6371002.475242335,8.851520524188142e-09,2.4757,2.3036,0.1721
2025-10-31 22:00:00+00:00,AJAC,G29,6371002.475504717,8.4465914003567e-09,2.4757,2.3036,0.1721
2025-10-31 22:00:00+00:00,AJAC,G30,6371002.456238615,2.4161280607966335e-08,2.4757,2.3036,0.1721
2025-10-31 22:00:00+00:00,AJAC,G14,6371002.475545461,8.381953546684287e-09,2.4757,2.3036,0.1721
2025-10-31 22:00:00+00:00,AJAC,G17,6371002.474867657,9.399496368866898e-09,2.4757,2.3036,0.1721
2025-10-31 22:00:00+00:00,AJAC,G12,6371002.475132575,9.01550588434016e-09,2.4757,2.3036,0.1721
2025-10-31 22:00:00+00:00,AJAC,G06,6371002.475582738,8.322373902730857e-09,2.4757,2.3036,0.1721
2025-10-31 22:00:00+00:00,AJAC,G20,6371002.474772362,9.533832852422034e-09,2.4757,2.3036,0.1721
2025-10-31 23:00:00+00:00,AJAC,G31,6371002.465092182,1.2189701497391962e-08,2.4682,2.3036,0.1646
2025-10-31 23:00:00+00:00,AJAC,G11,6371002.435232655,3.063928879859099e-08,2.4682,2.3036,0.1646
2025-10-31 23:00:00+00:00,AJAC,G04,6371002.466321777,1.0763392233756324e-08,2.4682,2.3036,0.1646
2025-10-31 23:00:00+00:00,AJAC,G15,6371002.467949165,8.514509609330711e-09,2.4682,2.3036,0.1646
2025-10-31 23:00:00+00:00,AJAC,G01,6371002.46796388,8.491450801741465e-09,2.4682,2.3036,0.1646
2025-10-31 23:00:00+00:00,AJAC,G16,6371002.467556981,9.107534928948493e-09,2.4682,2.3036,0.1646
2025-10-31 23:00:00+00:00,AJAC,G27,6371002.46758935,9.060062488555089e-09,2.4682,2.3036,0.1646
2025-10-31 23:00:00+00:00,AJAC,G05,6371002.466619464,1.0388564480296473e-08,2.4682,2.3036,0.1646
2025-11-01 00:00:00+00:00,AJAC,G23,6371002.46368357,1.3738327111273726e-08,2.4683,2.3036,0.1646999999999999
