time_utc_x,station,sat,elev_deg,az_deg,m_dry,m_wet,slant_dry_m,slant_wet_m,slant_total_m,ZHD_m,ZWD_m
2025-10-27T07:00:00Z,ALIC,G29,40.943,213.996,1.523002,1.524685,3.2877,0.2458,3.5335,2.1587,0.1611999999999999
2025-10-27T07:00:00Z,ALIC,G26,38.064,52.622,1.618204,1.620308,3.4932,0.2612,3.7544,2.1587,0.1611999999999999
2025-10-27T07:00:00Z,ALIC,G28,41.941,296.879,1.493397,1.49496,3.2238,0.241,3.4648,2.1587,0.1611999999999999
2025-10-27T07:00:00Z,ALIC,G18,58.895,111.72,1.167001,1.167519,2.5192,0.1882,2.7074,2.1587,0.1611999999999999
2025-10-27T08:00:00Z,ALIC,G27,23.612,36.602,2.480761,2.489602,5.3552,0.4192,5.7745,2.1587,0.1684
2025-10-27T08:00:00Z,ALIC,G15,27.756,300.045,2.137529,2.142985,4.6143,0.3609,4.9752,2.1587,0.1684
2025-10-27T08:00:00Z,ALIC,G26,28.704,18.706,2.073277,2.07821,4.4756,0.35,4.8256,2.1587,0.1684
2025-10-27T08:00:00Z,ALIC,G13,52.842,332.943,1.253403,1.254154,2.7057,0.2112,2.9169,2.1587,0.1684
2025-10-27T08:00:00Z,ALIC,G22,41.22,35.681,1.514631,1.516279,3.2696,0.2553,3.525,2.1587,0.1684
2025-10-27T08:00:00Z,ALIC,G21,13.694,303.687,4.144258,4.188488,8.9462,0.7053,9.6516,2.1587,0.1684
2025-10-27T08:00:00Z,ALIC,G08,38.021,324.955,1.619738,1.62185,3.4965,0.2731,3.7696,2.1587,0.1684
2025-10-27T08:00:00Z,ALIC,Q09,49.281,352.645,1.317716,1.318658,2.8446,0.2221,3.0666,2.1587,0.1684
2025-10-27T09:00:00Z,ALIC,G05,45.841,106.876,1.391797,1.392982,3.0045,0.2094,3.2138,2.1587,0.1503
2025-10-27T09:00:00Z,ALIC,G30,41.267,341.589,1.513221,1.514864,3.2666,0.2277,3.4943,2.1587,0.1503
2025-10-27T09:00:00Z,ALIC,G05,27.443,329.885,2.159757,2.165401,4.6623,0.3255,4.9877,2.1587,0.1503
2025-10-27T09:00:00Z,ALIC,G31,37.563,173.128,1.636407,1.638597,3.5325,0.2463,3.7788,2.1587,0.1503
2025-10-27T09:00:00Z,ALIC,G20,37.479,118.21,1.639513,1.641718,3.5392,0.2468,3.786,2.1587,0.1503
2025-10-27T09:00:00Z,ALIC,G21,34.562,192.757,1.7577,1.760521,3.7943,0.2646,4.059,2.1587,0.1503
2025-10-27T09:00:00Z,ALIC,G04,38.46,305.482,1.604169,1.606208,3.4629,0.2414,3.7043,2.1587,0.1503
2025-10-27T09:00:00Z,ALIC,Q20,61.431,234.931,1.137849,1.138294,2.4563,0.1711,2.6274,2.1587,0.1503
2025-10-27T10:00:00Z,ALIC,Q21,16.337,34.218,3.507731,3.534066,7.5721,0.4785,8.0507,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G09,80.195,221.82,1.014622,1.014734,2.1903,0.1374,2.3277,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G26,20.306,61.665,2.856798,2.870642,6.167,0.3887,6.5557,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G12,81.916,203.382,1.009874,1.009965,2.18,0.1367,2.3168,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G18,70.066,206.075,1.06327,1.063528,2.2953,0.144,2.4393,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G11,54.526,167.755,1.226723,1.227399,2.6481,0.1662,2.8143,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G11,68.697,188.147,1.072836,1.073119,2.3159,0.1453,2.4612,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G06,69.634,275.012,1.066208,1.066474,2.3016,0.1444,2.446,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G31,80.952,287.728,1.012416,1.012519,2.1855,0.1371,2.3226,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,Q05,29.004,177.175,2.053876,2.058658,4.4337,0.2787,4.7124,2.1587,0.1354
2025-10-27T10:00:00Z,ALIC,G03,54.256,215.854,1.230861,1.231548,2.6571,0.1668,2.8238,2.1587,0.1354
2025-10-27T11:00:00Z,ALIC,Q22,42.843,306.192,1.468002,1.469466,3.169,0.1787,3.3477,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,G29,38.749,229.347,1.59412,1.596112,3.4412,0.1941,3.6353,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,G28,64.726,43.892,1.105205,1.105569,2.3858,0.1344,2.5202,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,Q01,51.474,211.773,1.276774,1.277592,2.7562,0.1554,2.9115,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,Q08,80.21,246.995,1.014576,1.014689,2.1902,0.1234,2.3136,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,G08,68.523,4.429,1.074109,1.074396,2.3187,0.1306,2.4493,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,G15,45.953,163.554,1.389177,1.390353,2.9988,0.1691,3.1679,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,G05,38.227,297.144,1.612383,1.61446,3.4807,0.1963,3.677,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,Q28,83.997,106.329,1.005394,1.005461,2.1703,0.1223,2.2926,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,G25,63.832,165.077,1.113516,1.1139,2.4037,0.1355,2.5392,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,G26,81.34,159.233,1.011358,1.011457,2.1832,0.123,2.3062,2.1587,0.1216
2025-10-27T11:00:00Z,ALIC,G07,18.886,108.694,3.058633,3.075793,6.6027,0.374,6.9767,2.1587,0.1216
2025-10-27T12:00:00Z,ALIC,G30,59.22,20.603,1.163049,1.163558,2.5107,0.1372,2.6479,2.1587,0.1179
2025-10-27T12:00:00Z,ALIC,G01,12.712,288.347,4.444935,4.499908,9.5953,0.5305,10.1258,2.1587,0.1179
2025-10-27T12:00:00Z,ALIC,G09,10.407,334.006,5.357032,5.455258,11.5642,0.6432,12.2074,2.1587,0.1179
2025-10-27T12:00:00Z,ALIC,G04,13.874,277.959,4.093449,4.136017,8.8365,0.4876,9.3242,2.1587,0.1179
2025-10-27T12:00:00Z,ALIC,Q23,55.444,251.323,1.213079,1.213718,2.6187,0.1431,2.7618,2.1587,0.1179
2025-10-27T12:00:00Z,ALIC,G17,70.111,301.673,1.06297,1.063228,2.2946,0.1254,2.42,2.1587,0.1179
2025-10-27T12:00:00Z,ALIC,G32,27.891,14.454,2.128064,2.13344,4.5939,0.2515,4.8454,2.1587,0.1179
2025-10-27T12:00:00Z,ALIC,G24,73.706,72.642,1.041492,1.041692,2.2483,0.1228,2.3711,2.1587,0.1179
2025-10-27T13:00:00Z,ALIC,G27,14.088,229.107,4.034972,4.07568,8.7103,0.4597,9.17,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G07,56.223,206.069,1.201981,1.20259,2.5947,0.1357,2.7304,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G31,13.176,52.247,4.297524,4.347033,9.2771,0.4903,9.7674,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G19,76.311,340.569,1.028946,1.029109,2.2212,0.1161,2.3373,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G20,63.218,108.483,1.119449,1.119848,2.4166,0.1263,2.5429,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G11,22.985,208.086,2.543777,2.553356,5.4913,0.288,5.7793,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G30,16.879,251.919,3.401091,3.42501,7.3419,0.3863,7.7283,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G02,23.765,233.724,2.465952,2.474624,5.3233,0.2791,5.6024,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G10,83.502,338.614,1.006336,1.006409,2.1724,0.1135,2.2859,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G14,44.392,53.438,1.427126,1.428436,3.0807,0.1611,3.2419,2.1587,0.1128
2025-10-27T13:00:00Z,ALIC,G16,68.806,183.007,1.072044,1.072325,2.3142,0.121,2.4352,2.1587,0.1128
2025-10-27T14:00:00Z,ALIC,G03,26.919,225.364,2.198095,2.204074,4.745,0.2374,4.9824,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G24,52.934,129.837,1.251889,1.252635,2.7025,0.1349,2.8374,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G29,52.433,184.586,1.260235,1.261005,2.7205,0.1358,2.8563,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G01,62.65,265.214,1.125114,1.125527,2.4288,0.1212,2.55,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G14,58.596,319.105,1.170685,1.171212,2.5272,0.1261,2.6533,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G27,58.932,331.581,1.16654,1.167057,2.5182,0.1257,2.6439,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G23,33.716,181.308,1.796122,1.799162,3.8773,0.1938,4.0711,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G28,69.057,187.299,1.070241,1.070518,2.3103,0.1153,2.4256,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G14,51.186,287.953,1.281911,1.282744,2.7673,0.1382,2.9054,2.1587,0.1077
2025-10-27T14:00:00Z,ALIC,G12,42.356,113.202,1.481549,1.483065,3.1982,0.1597,3.3579,2.1587,0.1077
2025-10-27T15:00:00Z,ALIC,G05,55.063,3.862,1.218671,1.219325,2.6307,0.1306,2.7613,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G07,18.975,75.261,3.045017,3.061939,6.5733,0.3279,6.9012,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G10,37.369,189.032,1.643623,1.645849,3.5481,0.1763,3.7244,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G07,81.882,58.95,1.009958,1.01005,2.1802,0.1082,2.2884,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G16,84.66,59.726,1.004253,1.004313,2.1679,0.1076,2.2754,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G32,67.908,301.07,1.078707,1.079005,2.3286,0.1156,2.4442,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G19,33.322,356.088,1.814724,1.817874,3.9174,0.1947,4.1121,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G24,61.575,200.149,1.136302,1.136743,2.4529,0.1217,2.5747,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,Q16,62.905,302.065,1.122548,1.122954,2.4232,0.1203,2.5435,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G01,39.088,356.516,1.582544,1.584484,3.4162,0.1697,3.5859,2.1587,0.1071
2025-10-27T15:00:00Z,ALIC,G03,58.067,50.975,1.177352,1.177897,2.5416,0.1262,2.6677,2.1587,0.1071
2025-10-27T16:00:00Z,ALIC,G08,73.269,304.012,1.043836,1.044042,2.2532,0.1085,2.3617,2.1586,0.1039
2025-10-27T16:00:00Z,ALIC,G09,57.819,173.726,1.18053,1.181083,2.5483,0.1227,2.671,2.1586,0.1039
2025-10-27T16:00:00Z,ALIC,G01,58.686,276.706,1.169568,1.170093,2.5246,0.1216,2.6462,2.1586,0.1039
2025-10-27T16:00:00Z,ALIC,G20,60.265,306.726,1.150785,1.151262,2.4841,0.1196,2.6037,2.1586,0.1039
2025-10-27T16:00:00Z,ALIC,Q30,67.218,181.725,1.084064,1.084376,2.3401,0.1127,2.4527,2.1586,0.1039
2025-10-27T16:00:00Z,ALIC,G23,14.358,327.439,3.963136,4.001634,8.5548,0.4158,8.9706,2.1586,0.1039
2025-10-27T16:00:00Z,ALIC,G15,37.496,211.365,1.638912,1.641115,3.5378,0.1705,3.7083,2.1586,0.1039
2025-10-27T16:00:00Z,ALIC,G14,50.465,306.099,1.295074,1.295946,2.7955,0.1346,2.9302,2.1586,0.1039
2025-10-27T16:00:00Z,ALIC,G10,35.384,122.613,1.722257,1.724884,3.7177,0.1792,3.8969,2.1586,0.1039
2025-10-27T17:00:00Z,ALIC,G20,10.549,325.198,5.290584,5.385062,11.4203,0.5326,11.9528,2.1586,0.0989
2025-10-27T17:00:00Z,ALIC,G01,30.852,259.451,1.942916,1.946889,4.194,0.1925,4.3865,2.1586,0.0989
2025-10-27T17:00:00Z,ALIC,Q04,62.728,346.756,1.124333,1.124744,2.427,0.1112,2.5382,2.1586,0.0989
2025-10-27T17:00:00Z,ALIC,Q10,57.533,281.522,1.184256,1.184818,2.5563,0.1172,2.6735,2.1586,0.0989
2025-10-27T17:00:00Z,ALIC,G02,83.635,312.049,1.006075,1.006146,2.1717,0.0995,2.2712,2.1586,0.0989
2025-10-27T17:00:00Z,ALIC,G17,56.527,41.077,1.197768,1.198366,2.5855,0.1185,2.704,2.1586,0.0989
2025-10-27T17:00:00Z,ALIC,G25,45.813,263.669,1.392452,1.393639,3.0057,0.1378,3.1436,2.1586,0.0989
2025-10-27T17:00:00Z,ALIC,G31,67.107,158.432,1.08494,1.085253,2.342,0.1073,2.4493,2.1586,0.0989
2025-10-27T18:00:00Z,ALIC,G20,83.916,13.309,1.005544,1.005612,2.1706,0.0977,2.2683,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,G22,44.873,134.173,1.4151,1.416367,3.0546,0.1377,3.1923,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,G09,83.344,17.531,1.006653,1.006728,2.173,0.0979,2.2708,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,Q08,40.868,39.342,1.525283,1.526975,3.2925,0.1484,3.4409,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,G14,69.526,243.11,1.06695,1.067218,2.3031,0.1037,2.4069,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,G28,16.361,256.773,3.502771,3.528991,7.5611,0.343,7.9041,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,G17,51.66,278.539,1.273518,1.274326,2.749,0.1239,2.8729,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,G12,70.154,311.564,1.06268,1.062938,2.2939,0.1033,2.3972,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,G25,79.353,266.195,1.0173,1.017423,2.1959,0.0989,2.2948,2.1586,0.0972
2025-10-27T18:00:00Z,ALIC,Q28,71.694,288.314,1.052895,1.053126,2.2728,0.1024,2.3751,2.1586,0.0972
2025-10-27T19:00:00Z,ALIC,G10,54.274,49.256,1.230579,1.231265,2.6563,0.117,2.7733,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G29,39.771,206.954,1.559916,1.561756,3.3672,0.1484,3.5156,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G30,30.612,359.129,1.956523,1.96059,4.2234,0.1863,4.4096,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G10,76.492,252.317,1.028165,1.028325,2.2194,0.0977,2.3171,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G17,24.07,214.277,2.436969,2.445319,5.2604,0.2323,5.4927,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,Q32,16.361,141.253,3.502888,3.529111,7.5613,0.3353,7.8966,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G24,35.645,329.508,1.711402,1.713972,3.6942,0.1628,3.8571,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G07,63.823,178.89,1.113602,1.113987,2.4038,0.1058,2.5096,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G19,70.557,48.372,1.060028,1.060278,2.2882,0.1007,2.3889,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,Q20,84.906,131.536,1.003865,1.003921,2.1669,0.0954,2.2623,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G21,32.227,24.18,1.868975,1.872459,4.0344,0.1779,4.2123,2.1586,0.095
2025-10-27T19:00:00Z,ALIC,G01,40.596,72.712,1.533686,1.535414,3.3106,0.1459,3.4565,2.1586,0.095
2025-10-27T20:00:00Z,ALIC,G19,28.103,171.453,2.113492,2.118748,4.5622,0.1896,4.7518,2.1586,0.0895
2025-10-27T20:00:00Z,ALIC,Q03,34.187,358.093,1.774488,1.777404,3.8304,0.1591,3.9895,2.1586,0.0895
2025-10-27T20:00:00Z,ALIC,G32,21.658,242.855,2.689052,2.700483,5.8046,0.2417,6.0463,2.1586,0.0895
2025-10-27T20:00:00Z,ALIC,G15,75.574,293.27,1.03225,1.032423,2.2282,0.0924,2.3206,2.1586,0.0895
2025-10-27T20:00:00Z,ALIC,G09,31.244,324.919,1.921152,1.924977,4.147,0.1723,4.3193,2.1586,0.0895
2025-10-27T20:00:00Z,ALIC,Q17,52.112,283.532,1.265691,1.266476,2.7321,0.1133,2.8455,2.1586,0.0895
2025-10-27T20:00:00Z,ALIC,G26,69.398,66.665,1.06784,1.06811,2.305,0.0956,2.4006,2.1586,0.0895
2025-10-27T20:00:00Z,ALIC,G11,68.787,202.381,1.072183,1.072465,2.3144,0.096,2.4104,2.1586,0.0895
2025-10-27T20:00:00Z,ALIC,G02,42.879,36.682,1.467009,1.468469,3.1667,0.1314,3.2981,2.1586,0.0895
2025-10-27T21:00:00Z,ALIC,G24,18.37,0.598,3.139627,3.158253,6.7772,0.295,7.0722,2.1586,0.0934
