time,sat,elev_deg,az_deg,slant_total_m,expected_slant_m,residual_m,station
2025-10-27T15:00:00Z,Q25,14.268,248.633,8.283,,,ANK2
2025-10-27T15:00:00Z,G09,78.702,34.629,2.1178,,,ANK2
2025-10-27T15:00:00Z,G27,33.408,67.882,3.7612,,,ANK2
2025-10-27T15:00:00Z,Q16,83.667,27.59,2.0897,,,ANK2
2025-10-27T15:00:00Z,G27,82.328,217.488,2.0956,,,ANK2
2025-10-27T15:00:00Z,G06,20.693,355.173,5.8304,,,ANK2
2025-10-27T15:00:00Z,G01,63.619,241.914,2.3172,,,ANK2
2025-10-27T15:00:00Z,Q02,55.06,255.874,2.5315,,,ANK2
2025-10-27T16:00:00Z,G03,64.526,55.549,2.3053,,,ANK2
2025-10-27T16:00:00Z,G02,74.806,335.446,2.1572,,,ANK2
2025-10-27T16:00:00Z,G25,20.747,274.143,5.8306,,,ANK2
2025-10-27T16:00:00Z,G10,31.624,332.186,3.9579,,,ANK2
2025-10-27T16:00:00Z,G23,24.627,330.005,4.9686,,,ANK2
2025-10-27T16:00:00Z,G07,12.014,233.781,9.7632,,,ANK2
2025-10-27T16:00:00Z,G05,51.507,334.166,2.6576,,,ANK2
2025-10-27T16:00:00Z,G26,62.494,150.013,2.3463,,,ANK2
2025-10-27T16:00:00Z,G26,58.591,1.302,2.438,,,ANK2
2025-10-27T16:00:00Z,G32,39.104,22.526,3.2945,,,ANK2
2025-10-27T16:00:00Z,G22,51.626,39.415,2.6533,,,ANK2
2025-10-27T16:00:00Z,G15,17.057,34.327,7.0136,,,ANK2
2025-10-27T17:00:00Z,G14,58.607,343.479,2.4265,,,ANK2
2025-10-27T17:00:00Z,G09,46.263,102.551,2.8648,,,ANK2
2025-10-27T17:00:00Z,G31,42.951,127.874,3.0369,,,ANK2
2025-10-27T17:00:00Z,G16,18.409,115.949,6.4959,,,ANK2
2025-10-27T17:00:00Z,Q22,48.873,323.37,2.7484,,,ANK2
2025-10-27T17:00:00Z,G02,17.495,202.668,6.8162,,,ANK2
2025-10-27T17:00:00Z,Q09,22.319,330.898,5.4201,,,ANK2
2025-10-27T17:00:00Z,G26,19.941,107.973,6.0243,,,ANK2
2025-10-27T18:00:00Z,G04,33.156,82.109,3.7892,,,ANK2
2025-10-27T18:00:00Z,G16,52.399,67.96,2.621,,,ANK2
2025-10-27T18:00:00Z,G02,13.223,274.828,8.9064,,,ANK2
2025-10-27T18:00:00Z,G02,15.949,342.555,7.4611,,,ANK2
2025-10-27T18:00:00Z,G09,62.209,50.465,2.3483,,,ANK2
2025-10-27T18:00:00Z,G04,15.383,345.485,7.7203,,,ANK2
2025-10-27T18:00:00Z,G04,45.781,214.115,2.8962,,,ANK2
2025-10-27T18:00:00Z,G06,35.402,230.998,3.5788,,,ANK2
2025-10-27T19:00:00Z,G11,57.905,176.964,2.448,,,ANK2
2025-10-27T19:00:00Z,G03,57.136,175.314,2.469,,,ANK2
2025-10-27T19:00:00Z,Q04,41.579,347.867,3.1217,,,ANK2
2025-10-27T19:00:00Z,G30,16.763,272.266,7.1067,,,ANK2
2025-10-27T19:00:00Z,G26,42.503,178.913,3.0666,,,ANK2
2025-10-27T19:00:00Z,G30,36.456,172.52,3.4843,,,ANK2
2025-10-27T19:00:00Z,G17,64.034,9.532,2.3073,,,ANK2
2025-10-27T19:00:00Z,G18,53.427,339.303,2.5818,,,ANK2
2025-10-27T20:00:00Z,G20,31.892,304.875,3.9108,,,ANK2
2025-10-27T20:00:00Z,Q05,14.798,146.341,7.9867,,,ANK2
2025-10-27T20:00:00Z,G19,65.31,305.558,2.2804,,,ANK2
2025-10-27T20:00:00Z,G29,17.634,182.33,6.766,,,ANK2
2025-10-27T20:00:00Z,G25,16.417,80.293,7.2396,,,ANK2
2025-10-27T20:00:00Z,G11,33.342,339.892,3.7603,,,ANK2
2025-10-27T20:00:00Z,G13,10.935,98.99,10.6118,,,ANK2
2025-10-27T20:00:00Z,G29,42.553,9.433,3.06,,,ANK2
2025-10-27T20:00:00Z,G02,63.076,87.363,2.3237,,,ANK2
2025-10-27T20:00:00Z,G17,70.101,132.008,2.2038,,,ANK2
2025-10-27T20:00:00Z,G04,55.323,126.486,2.5185,,,ANK2
2025-10-27T21:00:00Z,Q02,34.671,118.914,3.6327,,,ANK2
2025-10-27T21:00:00Z,G05,47.162,249.856,2.8221,,,ANK2
2025-10-27T21:00:00Z,Q09,36.724,233.068,3.4571,,,ANK2
2025-10-27T21:00:00Z,G29,52.045,48.618,2.6253,,,ANK2
2025-10-27T21:00:00Z,Q05,46.046,158.775,2.8744,,,ANK2
2025-10-27T21:00:00Z,Q13,60.846,321.374,2.3712,,,ANK2
2025-10-27T21:00:00Z,G23,60.022,13.07,2.3906,,,ANK2
2025-10-27T21:00:00Z,G08,33.855,307.859,3.7089,,,ANK2
2025-10-27T21:00:00Z,G32,35.966,58.744,3.5193,,,ANK2
2025-10-27T21:00:00Z,G21,53.886,182.61,2.5626,,,ANK2
2025-10-27T21:00:00Z,Q01,54.732,152.761,2.5357,,,ANK2
2025-10-27T21:00:00Z,G08,33.602,3.647,3.7333,,,ANK2
2025-10-27T22:00:00Z,G23,79.52,185.724,2.1178,,,ANK2
2025-10-27T22:00:00Z,G30,15.609,90.616,7.63,,,ANK2
2025-10-27T22:00:00Z,Q14,18.263,182.151,6.5768,,,ANK2
2025-10-27T22:00:00Z,Q27,61.897,36.292,2.3597,,,ANK2
2025-10-27T22:00:00Z,G24,58.597,237.185,2.4384,,,ANK2
2025-10-27T22:00:00Z,G19,15.162,48.232,7.8424,,,ANK2
2025-10-27T22:00:00Z,G06,72.582,184.022,2.1822,,,ANK2
2025-10-27T22:00:00Z,G18,49.257,19.578,2.7457,,,ANK2
2025-10-27T22:00:00Z,G29,78.04,107.824,2.1286,,,ANK2
2025-10-27T22:00:00Z,G32,75.849,83.549,2.1475,,,ANK2
2025-10-27T22:00:00Z,Q15,70.938,223.211,2.2028,,,ANK2
2025-10-27T23:00:00Z,G16,15.696,131.17,7.6099,,,ANK2
2025-10-27T23:00:00Z,G26,52.146,316.429,2.6421,,,ANK2
2025-10-27T23:00:00Z,Q12,34.659,121.201,3.662,,,ANK2
2025-10-27T23:00:00Z,G01,34.175,244.467,3.7071,,,ANK2
2025-10-27T23:00:00Z,Q13,10.531,272.357,11.0712,,,ANK2
2025-10-27T23:00:00Z,Q10,54.718,118.116,2.5559,,,ANK2
2025-10-27T23:00:00Z,G24,29.803,295.791,4.1857,,,ANK2
2025-10-27T23:00:00Z,G25,24.089,249.077,5.086,,,ANK2
2025-10-27T23:00:00Z,G03,13.032,201.327,9.0713,,,ANK2
2025-10-28T00:00:00Z,G14,56.479,327.258,2.5236,,,ANK2
2025-10-28T00:00:00Z,G28,32.594,335.56,3.8965,,,ANK2
2025-10-28T00:00:00Z,G29,33.277,203.147,3.826,,,ANK2
2025-10-28T00:00:00Z,G14,82.507,159.173,2.1235,,,ANK2
2025-10-28T00:00:00Z,Q32,42.941,253.886,3.0856,,,ANK2
2025-10-28T00:00:00Z,G19,43.534,301.796,3.052,,,ANK2
2025-10-28T00:00:00Z,G13,51.425,202.674,2.6904,,,ANK2
2025-10-28T00:00:00Z,G01,40.713,251.993,3.222,,,ANK2
2025-10-28T00:00:00Z,G20,51.45,269.903,2.6895,,,ANK2
2025-10-28T00:00:00Z,G21,42.425,243.502,3.1157,,,ANK2
2025-10-28T00:00:00Z,G31,72.004,268.608,2.2132,,,ANK2
2025-10-31T00:00:00Z,G26,52.533,219.395,2.5538,,,ANK2
2025-10-31T00:00:00Z,G05,47.242,61.981,2.7598,,,ANK2
2025-10-31T00:00:00Z,G08,70.745,195.607,2.1485,,,ANK2
2025-10-31T00:00:00Z,G10,61.103,275.536,2.3161,,,ANK2
2025-10-31T00:00:00Z,G11,30.856,187.509,3.942,,,ANK2
2025-10-31T00:00:00Z,G29,81.931,312.566,2.0492,,,ANK2
2025-10-31T00:00:00Z,G24,63.045,39.476,2.275,,,ANK2
2025-10-31T00:00:00Z,G18,84.095,137.139,2.0398,,,ANK2
2025-10-31T00:00:00Z,G18,82.845,182.147,2.0448,,,ANK2
2025-10-31T00:00:00Z,G29,78.918,155.637,2.0673,,,ANK2
2025-10-31T00:00:00Z,G15,66.653,39.091,2.209,,,ANK2
2025-10-31T00:00:00Z,Q32,34.752,186.921,3.5497,,,ANK2
2025-10-31T00:00:00Z,G05,45.321,105.288,2.8493,,,ANK2
2025-10-31T00:00:00Z,Q08,46.006,287.679,2.8164,,,ANK2
2025-10-31T00:00:00Z,G10,84.824,179.38,2.0373,,,ANK2
2025-10-31T00:00:00Z,Q29,18.583,333.303,6.3014,,,ANK2
2025-10-31T00:00:00Z,G15,73.897,224.169,2.1113,,,ANK2
2025-10-31T00:00:00Z,G10,74.776,185.155,2.1023,,,ANK2
2025-10-31T00:00:00Z,G11,51.49,255.985,2.5903,,,ANK2
2025-10-31T00:00:00Z,G20,35.803,181.416,3.4595,,,ANK2
2025-10-31T01:00:00Z,G32,71.508,288.257,2.1314,,,ANK2
2025-10-31T01:00:00Z,Q08,29.251,140.561,4.1215,,,ANK2
2025-10-31T01:00:00Z,Q15,65.896,174.317,2.2141,,,ANK2
2025-10-31T01:00:00Z,Q30,15.528,280.569,7.4412,,,ANK2
2025-10-31T01:00:00Z,Q25,67.43,105.334,2.1888,,,ANK2
2025-10-31T01:00:00Z,G01,69.402,289.398,2.1593,,,ANK2
2025-10-31T01:00:00Z,G17,40.127,118.106,3.1312,,,ANK2
2025-10-31T01:00:00Z,G05,64.186,290.157,2.245,,,ANK2
2025-10-31T01:00:00Z,G08,78.635,31.248,2.0622,,,ANK2
2025-10-31T01:00:00Z,Q10,24.922,57.506,4.7715,,,ANK2
2025-10-31T01:00:00Z,G02,26.933,115.41,4.4427,,,ANK2
2025-10-31T01:00:00Z,G19,59.204,347.142,2.3523,,,ANK2
2025-10-31T01:00:00Z,G27,34.563,223.852,3.5542,,,ANK2
2025-10-31T01:00:00Z,G03,56.127,99.904,2.4334,,,ANK2
2025-10-31T01:00:00Z,Q07,76.769,162.329,2.0768,,,ANK2
2025-10-31T01:00:00Z,G09,55.192,300.785,2.4605,,,ANK2
2025-10-31T01:00:00Z,G26,62.09,240.64,2.2868,,,ANK2
2025-10-31T01:00:00Z,G17,37.413,201.835,3.3204,,,ANK2
2025-10-31T02:00:00Z,G29,30.743,107.039,3.9536,,,ANK2
2025-10-31T02:00:00Z,Q12,12.266,75.669,9.3227,,,ANK2
2025-10-31T02:00:00Z,Q28,71.188,111.33,2.1421,,,ANK2
2025-10-31T02:00:00Z,G20,23.235,73.134,5.1081,,,ANK2
2025-10-31T02:00:00Z,G24,13.885,114.356,8.2962,,,ANK2
2025-10-31T02:00:00Z,G10,66.691,29.857,2.2076,,,ANK2
2025-10-31T02:00:00Z,G02,36.253,57.071,3.4214,,,ANK2
2025-10-31T02:00:00Z,G12,39.2,150.139,3.2025,,,ANK2
2025-10-31T02:00:00Z,G30,28.53,316.608,4.2288,,,ANK2
2025-10-31T02:00:00Z,G26,74.438,20.625,2.105,,,ANK2
2025-10-31T02:00:00Z,G29,34.153,342.823,3.6026,,,ANK2
2025-10-31T02:00:00Z,G29,52.864,221.449,2.5418,,,ANK2
2025-10-31T02:00:00Z,Q24,30.862,137.308,3.9399,,,ANK2
2025-10-31T02:00:00Z,G23,14.0,14.008,8.2321,,,ANK2
2025-10-31T02:00:00Z,G28,65.339,216.098,2.2308,,,ANK2
2025-10-31T02:00:00Z,G06,22.825,33.213,5.1934,,,ANK2
2025-10-31T02:00:00Z,G25,41.928,195.316,3.0301,,,ANK2
2025-10-31T02:00:00Z,G31,46.528,270.702,2.7911,,,ANK2
2025-10-31T02:00:00Z,G32,23.835,152.491,4.9882,,,ANK2
2025-10-31T02:00:00Z,G19,17.092,107.788,6.8174,,,ANK2
2025-10-31T02:00:00Z,G25,36.101,17.058,3.4337,,,ANK2
2025-10-31T03:00:00Z,G28,72.427,89.611,2.1235,,,ANK2
2025-10-31T03:00:00Z,G24,64.77,255.463,2.2375,,,ANK2
2025-10-31T03:00:00Z,G17,70.135,272.491,2.1524,,,ANK2
2025-10-31T03:00:00Z,Q25,80.101,337.06,2.0554,,,ANK2
2025-10-31T03:00:00Z,G15,45.641,326.485,2.8282,,,ANK2
2025-10-31T03:00:00Z,G06,57.872,206.469,2.3894,,,ANK2
2025-10-31T03:00:00Z,G25,48.62,208.495,2.6954,,,ANK2
2025-10-31T03:00:00Z,G21,73.828,60.225,2.1079,,,ANK2
2025-10-31T03:00:00Z,Q15,42.352,350.987,3.0006,,,ANK2
2025-10-31T03:00:00Z,G12,71.48,91.806,2.135,,,ANK2
2025-10-31T03:00:00Z,G12,69.952,260.905,2.1549,,,ANK2
2025-10-31T03:00:00Z,G16,82.141,286.486,2.0441,,,ANK2
2025-10-31T03:00:00Z,G12,30.861,184.519,3.9336,,,ANK2
2025-10-31T03:00:00Z,G17,79.589,121.315,2.0587,,,ANK2
2025-10-31T03:00:00Z,G23,22.381,238.338,5.2809,,,ANK2
2025-10-31T03:00:00Z,G30,84.113,227.033,2.0357,,,ANK2
2025-10-31T03:00:00Z,Q07,34.519,338.354,3.5635,,,ANK2
2025-10-31T03:00:00Z,G31,16.629,346.054,6.985,,,ANK2
2025-10-31T03:00:00Z,G17,28.652,245.046,4.2056,,,ANK2
2025-10-31T03:00:00Z,Q05,14.381,294.414,8.0129,,,ANK2
2025-10-31T03:00:00Z,G30,69.252,285.273,2.1647,,,ANK2
2025-10-31T04:00:00Z,G32,62.361,149.501,2.2798,,,ANK2
2025-10-31T04:00:00Z,Q14,26.617,98.457,4.4884,,,ANK2
2025-10-31T04:00:00Z,G03,34.358,5.609,3.5706,,,ANK2
2025-10-31T04:00:00Z,G09,11.747,74.387,9.6712,,,ANK2
2025-10-31T04:00:00Z,G05,21.514,112.46,5.4682,,,ANK2
2025-10-31T04:00:00Z,G22,52.175,64.154,2.5558,,,ANK2
2025-10-31T04:00:00Z,G26,58.982,7.252,2.3563,,,ANK2
2025-10-31T04:00:00Z,G27,58.668,56.681,2.3641,,,ANK2
2025-10-31T04:00:00Z,G21,68.377,239.796,2.1729,,,ANK2
2025-10-31T04:00:00Z,G15,57.081,148.947,2.4054,,,ANK2
2025-10-31T04:00:00Z,Q20,50.376,169.266,2.6207,,,ANK2
2025-10-31T04:00:00Z,G09,12.331,104.511,9.2415,,,ANK2
2025-10-31T04:00:00Z,G08,64.22,158.347,2.243,,,ANK2
2025-10-31T04:00:00Z,G13,50.874,246.813,2.6021,,,ANK2
2025-10-31T04:00:00Z,G26,30.306,14.379,3.9898,,,ANK2
2025-10-31T04:00:00Z,G05,34.588,286.21,3.5499,,,ANK2
2025-10-31T04:00:00Z,G15,80.171,101.873,2.0507,,,ANK2
2025-10-31T04:00:00Z,G22,56.827,245.722,2.4124,,,ANK2
2025-10-31T04:00:00Z,G23,45.693,231.381,2.8198,,,ANK2
2025-10-31T04:00:00Z,G14,56.569,234.946,2.4195,,,ANK2
2025-10-31T05:00:00Z,G10,45.247,223.241,2.8571,,,ANK2
2025-10-31T05:00:00Z,Q32,12.116,168.135,9.4477,,,ANK2
2025-10-31T05:00:00Z,G08,60.693,133.426,2.3288,,,ANK2
2025-10-31T05:00:00Z,G02,35.778,73.328,3.4667,,,ANK2
2025-10-31T05:00:00Z,G19,81.194,40.148,2.0561,,,ANK2
2025-10-31T05:00:00Z,Q32,34.309,43.156,3.5948,,,ANK2
2025-10-31T05:00:00Z,G03,52.285,359.654,2.5661,,,ANK2
2025-10-31T05:00:00Z,G28,29.304,148.432,4.1351,,,ANK2
2025-10-31T05:00:00Z,G30,29.108,291.705,4.1603,,,ANK2
2025-10-31T05:00:00Z,G11,20.684,253.754,5.7053,,,ANK2
2025-10-31T05:00:00Z,G18,59.749,190.924,2.3508,,,ANK2
2025-10-31T05:00:00Z,G08,48.689,134.772,2.7019,,,ANK2
2025-10-31T05:00:00Z,G18,49.238,240.658,2.6796,,,ANK2
2025-10-31T05:00:00Z,G24,79.346,292.646,2.0674,,,ANK2
2025-10-31T05:00:00Z,G27,56.506,317.244,2.4347,,,ANK2
2025-10-31T05:00:00Z,G04,33.33,196.926,3.6871,,,ANK2
2025-10-31T05:00:00Z,Q05,40.005,295.159,3.1546,,,ANK2
2025-10-31T05:00:00Z,G04,20.012,184.07,5.8853,,,ANK2
2025-10-31T05:00:00Z,Q30,24.424,170.831,4.8856,,,ANK2
